locationuid,locationtype,parentlocationuid,community_name,tract_geoid,roadsegid,speed,oneway,abloaddr,abhiaddr,rd30full,geometry
1svq9ksivadjkiadeoy,PARKING_ZONE,1svq9ksivadjkiadeoy,Downtown,14000US00000006938,13164,20,B,1300,1399,BROADWAY,"POLYGON ((-117.1527220814642 32.71582816205174, -117.1521454065261 32.71583831723607, -117.1521447361743 32.71581137368008, -117.1527214111125 32.71580121849573, -117.1527220814642 32.71582816205174))"
1ulx9zi7o1tjkmyh608,PARKING_ZONE,1ulx9zi7o1tjkmyh608,Downtown,14000US00000006937,19425,35,B,1600,1699,COMMERCIAL ST,"POLYGON ((-117.1486800856649 32.70530774042535, -117.1492661483347 32.70530435496546, -117.1492663681059 32.70533130378949, -117.1486803054362 32.70533468924936, -117.1486800856649 32.70530774042535))"
1w7yqqkzxqyjig1jhm8,PARKING_ZONE,1w7yqqkzxqyjig1jhm8,"Encanto Neighborhoods,Southeastern",14000US00000007184,5989,20,B,400,769,S 65TH ST,"POLYGON ((-117.058135135748 32.69961889547175, -117.0581364769218 32.69923292755448, -117.0581685015997 32.69923300635389, -117.0581671605644 32.69961897427117, -117.058135135748 32.69961889547175))"
1wse1xkxscujkikoi7h,PARKING_ZONE,1wse1xkxscujkikoi7h,Downtown,14000US00000006938,2860,20,B,600,699,14TH ST,"POLYGON ((-117.1518706659188 32.71225546795432, -117.1518653015986 32.7117104496183, -117.1518973297935 32.71171022644135, -117.1519026943094 32.71225524477738, -117.1518706659188 32.71225546795432))"
1yu38juh1fujkoce3zh,PARKING_ZONE,1yu38juh1fujkoce3zh,Downtown,14000US00000006939,2028,20,T,1100,1199,08TH AVE,"POLYGON ((-117.1575161481424 32.71719648045376, -117.1575134659691 32.71699676468731, -117.1575454951161 32.71699646019273, -117.157548177361 32.7171961759592, -117.1575161481424 32.71719648045376))"
1z5poc05xtrjj8jusyy,PARKING_ZONE,1z5poc05xtrjj8jusyy,Downtown,14000US00000006940,1642,20,T,200,299,06TH AVE,"POLYGON ((-117.159293190931 32.70742096661434, -117.1592985554863 32.70818605924942, -117.1592665280156 32.70818621823983, -117.1592611637349 32.70742112560475, -117.159293190931 32.70742096661434))"
1zc8vk6wg4djhl0aft9,PARKING_ZONE,1zc8vk6wg4djhl0aft9,Uptown,14000US00000002784,31821,35,B,3830,3949,GOLDFINCH ST,"POLYGON ((-117.171455640448 32.74883971032214, -117.171452958275 32.74863893750481, -117.171484998817 32.74863863472068, -117.1714876810621 32.74883940753801, -117.171455640448 32.74883971032214))"
1zd771w3jmjiw6cect,PARKING_ZONE,1zd771w3jmjiw6cect,Uptown,14000US00000006975,51654,0,B,490,499,W PALM ST,"POLYGON ((-117.1677136849923 32.73560019903147, -117.1677056383696 32.73562501730626, -117.1676747293784 32.73561792643565, -117.1676827760097 32.73559310816085, -117.1677136849923 32.73560019903147))"
20065bac,WALKWAY,20065bac,Downtown,14000US00000007137,54946,20,F,1600,1699,STATE ST,"LINESTRING (-117.1664346602772 32.72278164166624, -117.166376954358 32.72276937219408)"
20085e33,TRAFFIC_LANE,20085e33,Downtown,14000US00000006974,54946,20,F,1600,1699,STATE ST,"LINESTRING (-117.1665468101258 32.72278702018945, -117.1665971915878 32.72279530534463)"
2014732d,WALKWAY,2014732d,Downtown,14000US00000006940,10048,20,B,600,699,W B ST,"LINESTRING (-117.16856117908 32.71765487233533, -117.1685619891112 32.71769158394161)"
201569ad,WALKWAY,201569ad,Tierrasanta,14000US00000001395,18732,40,B,10500,10699,CLAIREMONT MESA BLVD,"LINESTRING (-117.1033571534336 32.8293935738183, -117.1033383667098 32.82945594717912)"
201675b4,TRAFFIC_LANE,201675b4,Downtown,14000US00000006940,37308,20,F,1100,1199,INDIA ST,"LINESTRING (-117.1684905721435 32.71779455102175, -117.1685009445497 32.71784369299963)"
20176c34,TRAFFIC_LANE,20176c34,Tierrasanta,14000US00000001395,69766,45,B,5350,5499,SANTO RD,"LINESTRING (-117.1032026305441 32.82951856636358, -117.1033113640053 32.82954301085412)"
202eb52f,WALKWAY,202eb52f,Tierrasanta,14000US00000001395,70220,20,B,5200,5299,LA CUENTA DR,"LINESTRING (-117.0959499492633 32.82702529756195, -117.0960027708927 32.8270258221715)"
2030b7b6,TRAFFIC_LANE,2030b7b6,Tierrasanta,14000US00000001395,18739,40,B,10730,10849,CLAIREMONT MESA BLVD,"LINESTRING (-117.096098653899 32.82710289637879, -117.0961018636526 32.82701068262097)"
2058fbb2,WALKWAY,2058fbb2,Uptown,14000US00000001091,64000,35,B,350,399,W WASHINGTON ST,"LINESTRING (-117.1670428396561 32.74972890828145, -117.1670379848616 32.74978741928484)"
205afe39,TRAFFIC_LANE,205afe39,Uptown,14000US00000001091,13548,20,B,4000,4099,BRANT ST,"LINESTRING (-117.1670914843358 32.74979637987096, -117.1670914180367 32.74987072788856)"
206915ba,TRAFFIC_LANE,206915ba,Mid-City:Eastern Area,14000US00000007172,36210,20,B,6200,6219,HUGHES ST,"LINESTRING (-117.0636464252855 32.7476038155415, -117.0636988634736 32.74748960322528)"
207d12df,WALKWAY,207d12df,Downtown,14000US00000006938,2988,20,B,700,749,15TH ST,"LINESTRING (-117.1505606601513 32.71287219763645, -117.1505027280518 32.71288108458565)"
207f1566,TRAFFIC_LANE,207f1566,Downtown,14000US00000006938,2988,20,B,700,749,15TH ST,"LINESTRING (-117.1503932946935 32.71288632501852, -117.1503140855731 32.71293690555559)"
208625b5,WALKWAY,208625b5,La Jolla,14000US00000007076,25595,20,B,7500,7599,EADS AVE,"LINESTRING (-117.2749454947145 32.83988022036849, -117.2749337268167 32.83984307972818)"
2088283c,TRAFFIC_LANE,2088283c,La Jolla,14000US00000007076,25595,20,B,7500,7599,EADS AVE,"LINESTRING (-117.2749456182323 32.83977420659931, -117.2748660884941 32.83978097843696)"
208b2a60,WALKWAY,208b2a60,Downtown,14000US00000006940,214927,20,B,500,553,08TH AVE,"LINESTRING (-117.1573117201091 32.71102927436178, -117.1572678874823 32.7110213002979)"
20943d36,WALKWAY,20943d36,Greater North Park,14000US00000001590,39684,20,B,4320,4399,KANSAS ST,"LINESTRING (-117.1313512019343 32.75694523664891, -117.1313047136625 32.75695529398569)"
20963fbd,TRAFFIC_LANE,20963fbd,Greater North Park,14000US00000001590,39684,20,B,4320,4399,KANSAS ST,"LINESTRING (-117.1313845277284 32.75694876383519, -117.1314622934493 32.75696532979587)"
20a15e37,WALKWAY,20a15e37,Downtown,14000US00000006974,40056,20,T,1900,1999,KETTNER BLVD,"LINESTRING (-117.1695946771177 32.72471354512211, -117.1695443309923 32.72471743556368)"
20a254b7,WALKWAY,20a254b7,Downtown,14000US00000006938,214928,20,B,552,599,09TH AVE,"LINESTRING (-117.1564350875339 32.71149410862949, -117.1563492244874 32.7114938961472)"
20a4573e,TRAFFIC_LANE,20a4573e,Downtown,14000US00000006938,214928,20,B,552,599,09TH AVE,"LINESTRING (-117.156302463444 32.71143865185589, -117.1563092299758 32.71153250535522)"
20af75b8,WALKWAY,20af75b8,Downtown,14000US00000006939,61860,20,B,600,699,UNION ST,"LINESTRING (-117.1654984909995 32.71221559773157, -117.1655391490683 32.71220482752604)"
20b06c38,WALKWAY,20b06c38,Downtown,14000US00000006939,840,20,B,500,599,03RD AVE,"LINESTRING (-117.162038070654 32.7115449114622, -117.16211282641 32.71154157895149)"
20b1783f,TRAFFIC_LANE,20b1783f,Downtown,14000US00000006939,61860,20,B,600,699,UNION ST,"LINESTRING (-117.1656355105928 32.71219073762154, -117.165772316981 32.71211456967974)"
20b26ebf,TRAFFIC_LANE,20b26ebf,Downtown,14000US00000006939,840,20,B,500,599,03RD AVE,"LINESTRING (-117.1621730171461 32.71158211049591, -117.1621724009587 32.71147524127935)"
20b570e3,WALKWAY,20b570e3,Downtown,14000US00000006939,2273,20,F,900,999,09TH AVE,"LINESTRING (-117.1567262447769 32.71554625051053, -117.1566417640216 32.71548959633917)"
20b7736a,TRAFFIC_LANE,20b7736a,Downtown,14000US00000006938,2273,20,F,900,999,09TH AVE,"LINESTRING (-117.1566150358088 32.71545034585243, -117.1563794419414 32.71532666868089)"
20bd8d39,WALKWAY,20bd8d39,Downtown,14000US00000006939,30629,20,T,200,299,W G ST,"LINESTRING (-117.1651398232165 32.71261998518635, -117.1651489962683 32.71265868038997)"
20c08640,TRAFFIC_LANE,20c08640,Reserve,14000US00000006974,42024,35,F,0,1298,W LAUREL ST,"LINESTRING (-117.1772186760736 32.72825954458829, -117.177325302612 32.72829961591275)"
20cba4ba,WALKWAY,20cba4ba,Clairemont Mesa,14000US00000004756,9177,20,B,3800,3849,ASHFORD ST,"LINESTRING (-117.1598749634262 32.81339190867079, -117.1598780232875 32.81349001428286)"
20cc9b3a,WALKWAY,20cc9b3a,Otay Mesa-Nestor,14000US00000007010,78908,5,B,700,799,FIRETHORN ST,"LINESTRING (-117.0402944589583 32.58368713190197, -117.0402242407758 32.58368739871216)"
20cda741,TRAFFIC_LANE,20cda741,Clairemont Mesa,14000US00000004756,9177,20,B,3800,3849,ASHFORD ST,"LINESTRING (-117.1598565861743 32.81342158769834, -117.15991662191 32.8134234783338)"
20ce9dc1,TRAFFIC_LANE,20ce9dc1,Otay Mesa-Nestor,14000US00000007010,78908,5,B,700,799,FIRETHORN ST,"LINESTRING (-117.0401697887683 32.5836129429032, -117.0401673472325 32.58371282150549)"
20d19fe5,WALKWAY,20d19fe5,Downtown,14000US00000006939,2279,20,F,1100,1199,09TH AVE,"LINESTRING (-117.1566884274198 32.71724676551937, -117.1566394982899 32.71724781527168)"
20d3a26c,TRAFFIC_LANE,20d3a26c,Downtown,14000US00000006938,2279,20,F,1100,1199,09TH AVE,"LINESTRING (-117.1566247694038 32.71723856524396, -117.156482114536 32.71724836115053)"
20d7cf3b,WALKWAY,20d7cf3b,Carmel Mountain Ranch,14000US00000002769,20148,35,B,11000,11099,RANCHO CARMEL DR,"LINESTRING (-117.0819982967344 32.9791060073463, -117.0820098705762 32.97916084488281)"
20d9d1c2,TRAFFIC_LANE,20d9d1c2,Carmel Mountain Ranch,14000US00000002769,158254,35,B,11100,11255,RANCHO CARMEL DR,"LINESTRING (-117.081924267322 32.97923382375676, -117.0819972496524 32.97922706181905)"
20dab2bb,WALKWAY,20dab2bb,Carmel Valley,14000US00000001982,207587,20,B,11348,11349,CANTER HEIGHTS DR,"LINESTRING (-117.2112329551693 32.92252097478481, -117.211255497934 32.92255995539432)"
20dcb542,TRAFFIC_LANE,20dcb542,Carmel Valley,14000US00000001982,177397,20,B,11350,11353,CANTER HEIGHTS DR,"LINESTRING (-117.2112559772777 32.92262619448547, -117.2113312697472 32.92260730970555)"
20dfb766,WALKWAY,20dfb766,Downtown,14000US00000007137,23533,20,F,700,799,DATE ST,"LINESTRING (-117.158060088173 32.72295411138069, -117.158031090245 32.72276839934295)"
20e1b9ed,TRAFFIC_LANE,20e1b9ed,Downtown,14000US00000007137,23533,20,F,700,799,DATE ST,"LINESTRING (-117.1580273116881 32.72294218607801, -117.1580413959014 32.72307477099356)"
20e5e6bc,WALKWAY,20e5e6bc,Linda Vista,14000US00000006910,42695,35,B,6300,6329,LINDA VISTA RD,"LINESTRING (-117.1807254591902 32.77223705370565, -117.1807787056006 32.77226722730183)"
20e7e943,TRAFFIC_LANE,20e7e943,Linda Vista,14000US00000006911,42695,35,B,6300,6329,LINDA VISTA RD,"LINESTRING (-117.180847390549 32.77235194551503, -117.1809048205871 32.77227561099654)"
20edcee7,WALKWAY,20edcee7,Downtown,14000US00000006939,2031,20,T,1300,1399,08TH AVE,"LINESTRING (-117.157605072845 32.71935292436682, -117.157571952362 32.71935865127125)"
20efd16e,TRAFFIC_LANE,20efd16e,Downtown,14000US00000006939,2031,20,T,1300,1399,08TH AVE,"LINESTRING (-117.1575613231269 32.71936024502887, -117.157336124181 32.71937670689254)"
20f5eb3d,WALKWAY,20f5eb3d,Greater North Park,14000US00000001690,4405,35,B,3823,3899,32ND ST,"LINESTRING (-117.1251535724997 32.74856504272065, -117.1251613394786 32.74861452685352)"
20f7edc4,TRAFFIC_LANE,20f7edc4,Greater North Park,14000US00000001593,4405,35,B,3823,3899,32ND ST,"LINESTRING (-117.1250418003093 32.7485723017922, -117.1250295050684 32.74848625214354)"
210402be,WALKWAY,210402be,Pacific Beach,14000US00000007220,28763,20,B,5100,5199,FANUEL ST,"LINESTRING (-117.2501047003869 32.81066585275628, -117.2501302336023 32.81073117998063)"
21060545,TRAFFIC_LANE,21060545,Pacific Beach,14000US00000007220,28763,20,B,5100,5199,FANUEL ST,"LINESTRING (-117.2500455123252 32.81076445876423, -117.2501030936068 32.81075575252672)"
21102d3f,WALKWAY,21102d3f,Old Town San Diego,14000US00000001927,8012,20,B,3850,3899,AMPUDIA ST,"LINESTRING (-117.1936778149702 32.74947009129404, -117.1936356644781 32.74946066471459)"
21121a3f,WALKWAY,21121a3f,Downtown,14000US00000006974,37313,20,F,1900,1999,INDIA ST,"LINESTRING (-117.1686624375225 32.72494958237937, -117.1687051541866 32.72494027482735)"
21122fc6,TRAFFIC_LANE,21122fc6,Old Town San Diego,14000US00000001927,8012,20,B,3850,3899,AMPUDIA ST,"LINESTRING (-117.193601610169 32.74952567411019, -117.1934780131919 32.74946510248652)"
21141cc6,TRAFFIC_LANE,21141cc6,Downtown,14000US00000006974,37313,20,F,1900,1999,INDIA ST,"LINESTRING (-117.1687802633714 32.72500815782026, -117.1690061163245 32.72500528174985)"
211e44c0,WALKWAY,211e44c0,La Jolla,14000US00000007078,19066,20,B,700,899,COAST BLVD,"LINESTRING (-117.2785544230245 32.84635791540225, -117.2785160763285 32.84637569865438)"
212031c0,WALKWAY,212031c0,Downtown,14000US00000007137,1815,20,F,1400,1499,07TH AVE,"LINESTRING (-117.1582871154595 32.72067240295226, -117.1582189061876 32.72066672518928)"
21204747,TRAFFIC_LANE,21204747,La Jolla,14000US00000007078,19066,20,B,700,899,COAST BLVD,"LINESTRING (-117.2785804104081 32.84648093291374, -117.2786497333943 32.8465067243915)"
212c5c41,WALKWAY,212c5c41,Downtown,14000US00000006974,40059,35,T,2300,2399,KETTNER BLVD,"LINESTRING (-117.1711224390184 32.72839860510252, -117.171172140541 32.72838587589575)"
212e5ec8,TRAFFIC_LANE,212e5ec8,Downtown,14000US00000006974,40059,35,T,2300,2399,KETTNER BLVD,"LINESTRING (-117.1712506634242 32.72834982529875, -117.1713749499596 32.72823888016631)"
21488b43,WALKWAY,21488b43,Mid-City:Eastern Area,14000US00000001977,6111,35,B,4924,4949,70TH ST,"LINESTRING (-117.0471447785106 32.76859842492343, -117.0471430005415 32.76854867435539)"
214a8dca,TRAFFIC_LANE,214a8dca,College Area,14000US00000001977,6111,35,B,4924,4949,70TH ST,"LINESTRING (-117.0469683041383 32.76860891134064, -117.0469764660383 32.76872173397578)"
2156a2c4,WALKWAY,2156a2c4,Mission Valley,14000US00000001766,74113,35,B,1100,1199,FASHION VALLEY RD,"LINESTRING (-117.170444282221 32.76528750535847, -117.1704584687691 32.76533299844183)"
2158a54b,TRAFFIC_LANE,2158a54b,Mission Valley,14000US00000001766,74113,35,B,1100,1199,FASHION VALLEY RD,"LINESTRING (-117.170410753827 32.76541164101507, -117.1705206489165 32.76539852864008)"
2159f2ef3155f0e114fc106d08d39115,PARKING_ZONE,2159f2ef3155f0e114fc106d08d39115,Downtown,14000US00000007137,525,20,B,1400,1499,02ND AVE,"POLYGON ((-117.1628995953344 32.71998613962923, -117.1629076421109 32.72081882195587, -117.1628756106051 32.72081904104889, -117.1628675641276 32.71998635872225, -117.1628995953344 32.71998613962923))"
217ab9f1,WALKWAY,217ab9f1,Downtown,14000US00000006939,1179,20,T,1200,1299,04TH AVE,"LINESTRING (-117.1612336986805 32.71856196578835, -117.161197619537 32.71855144059346)"
217cbc78,TRAFFIC_LANE,217cbc78,Downtown,14000US00000006939,1179,20,T,1200,1299,04TH AVE,"LINESTRING (-117.1612028264658 32.71858508833812, -117.1610339756239 32.71860054717824)"
2183ccc7,WALKWAY,2183ccc7,Clairemont Mesa,14000US00000004699,18689,35,B,4600,4799,CLAIREMONT MESA BLVD,"LINESTRING (-117.1871598339353 32.83457345660812, -117.1872163182092 32.83457253545185)"
21a50074,WALKWAY,21a50074,Downtown,14000US00000007137,1815,20,F,1400,1499,07TH AVE,"LINESTRING (-117.1582969875532 32.72020460114557, -117.1582242591358 32.72026236347288)"
21a702fb,TRAFFIC_LANE,21a702fb,Downtown,14000US00000007137,1815,20,F,1400,1499,07TH AVE,"LINESTRING (-117.1583115994164 32.72018614700534, -117.1586318068299 32.72019785813669)"
21ae134a,WALKWAY,21ae134a,Peninsula,14000US00000007006,212383,35,B,1532,1549,CATALINA BLVD,"LINESTRING (-117.2424222508748 32.73242570887216, -117.2424441281902 32.73238730301274)"
21b015d1,TRAFFIC_LANE,21b015d1,Peninsula,14000US00000007024,212383,35,B,1532,1549,CATALINA BLVD,"LINESTRING (-117.2425412589721 32.73240996425439, -117.2424612127272 32.73238210647602)"
21b317f5,WALKWAY,21b317f5,Downtown,14000US00000007137,1815,20,F,1400,1499,07TH AVE,"LINESTRING (-117.1582663338617 32.72048185100302, -117.158306950958 32.72047752384482)"
21b51a7c,TRAFFIC_LANE,21b51a7c,Downtown,14000US00000007137,1815,20,F,1400,1499,07TH AVE,"LINESTRING (-117.1583315602719 32.72049843739551, -117.1585661904232 32.7205043450467)"
21bb344b,WALKWAY,21bb344b,Downtown,14000US00000006974,40053,20,T,1600,1699,KETTNER BLVD,"LINESTRING (-117.1692391952165 32.72245722759845, -117.1693322448899 32.72246867018062)"
21bd36d2,TRAFFIC_LANE,21bd36d2,Downtown,14000US00000006974,40053,20,T,1600,1699,KETTNER BLVD,"LINESTRING (-117.1692483442676 32.7224566160375, -117.169113390393 32.72236733982607)"
21c12f76,WALKWAY,21c12f76,Downtown,14000US00000006939,1820,20,F,900,999,07TH AVE,"LINESTRING (-117.1581979515206 32.71507322044079, -117.1582661432984 32.71505340535046)"
21c331fd,TRAFFIC_LANE,21c331fd,Downtown,14000US00000006939,1820,20,F,900,999,07TH AVE,"LINESTRING (-117.1582658736722 32.71505129496001, -117.1585995315 32.7150550686971)"
21d5764d,WALKWAY,21d5764d,Linda Vista,14000US00000006911,53398,35,B,1000,1099,VIA LAS CUMBRES,"LINESTRING (-117.1837433901442 32.76635588865187, -117.1838238493405 32.76636383149919)"
21d7634d,WALKWAY,21d7634d,Downtown,14000US00000006937,2809,20,B,400,499,13TH ST,"LINESTRING (-117.1527117971962 32.71016926636077, -117.1527571142617 32.71017754610924)"
21d778d4,TRAFFIC_LANE,21d778d4,Linda Vista,14000US00000006911,30130,35,B,6080,6099,FRIARS RD,"LINESTRING (-117.1838799907813 32.76642360927859, -117.1839223574077 32.76631224308925)"
21d965d4,TRAFFIC_LANE,21d965d4,Downtown,14000US00000006937,2809,20,B,400,499,13TH ST,"LINESTRING (-117.1528290183595 32.71016578004278, -117.1528967265427 32.71019714966218)"
21f1a54f,WALKWAY,21f1a54f,Skyline-Paradise Hills,14000US00000004741,23817,20,B,500,516,DEEP DELL RD,"LINESTRING (-117.0292866128914 32.69540990247949, -117.0292317229918 32.69544546766375)"
21f3a7d6,TRAFFIC_LANE,21f3a7d6,Skyline-Paradise Hills,14000US00000004741,23817,20,B,500,516,DEEP DELL RD,"LINESTRING (-117.0291451438618 32.69543806415096, -117.0292410531054 32.69550541697756)"
21uzlkavd56jidhz91x,PARKING_ZONE,21uzlkavd56jidhz91x,Peninsula,14000US00000007024,57099,20,B,1800,1824,SANTA BARBARA ST,"POLYGON ((-117.2421304292435 32.73892017919665, -117.2418689139076 32.73921798695846, -117.2418431426602 32.73920197539498, -117.2421046580822 32.73890416763318, -117.2421304292435 32.73892017919665))"
221bebd2,WALKWAY,221bebd2,Clairemont Mesa,14000US00000007144,18660,35,B,3869,3899,CLAIREMONT DR,"LINESTRING (-117.2009391146955 32.81185936836561, -117.2009386597221 32.81190314345653)"
221dee59,TRAFFIC_LANE,221dee59,Clairemont Mesa,14000US00000007144,18658,35,B,3900,3919,CLAIREMONT DR,"LINESTRING (-117.2008972585885 32.81197862761628, -117.2010009402698 32.81197992559248)"
2231eb7e,WALKWAY,2231eb7e,Downtown,14000US00000006940,44850,20,B,400,499,W MARKET ST,"LINESTRING (-117.1669009893249 32.71161097947574, -117.1668992654703 32.71157762794238)"
2233ee05,TRAFFIC_LANE,2233ee05,Downtown,14000US00000006940,44850,20,B,400,499,W MARKET ST,"LINESTRING (-117.1668517697646 32.71142272624222, -117.1668241033631 32.71135358100279)"
223afe54,WALKWAY,223afe54,"Encanto Neighborhoods,Southeastern",14000US00000004821,5356,35,B,900,1099,47TH ST,"LINESTRING (-117.0937194381044 32.7166133719647, -117.0936808936061 32.71662323524418)"
223d00db,TRAFFIC_LANE,223d00db,"Encanto Neighborhoods,Southeastern",14000US00000004821,5356,35,B,900,1099,47TH ST,"LINESTRING (-117.0936969490844 32.71663517888425, -117.0935712967537 32.71662086369414)"
224915d5,WALKWAY,224915d5,Scripps Miramar Ranch,14000US00000001378,721,25,B,10660,10719,RED CEDAR DR,"LINESTRING (-117.0991639958179 32.91156665007124, -117.0992328845131 32.91157476903646)"
224b185c,TRAFFIC_LANE,224b185c,Scripps Miramar Ranch,14000US00000001378,721,25,B,10660,10719,RED CEDAR DR,"LINESTRING (-117.0993028988525 32.91163513753444, -117.0993340504928 32.91155059471894)"
224e1a80,WALKWAY,224e1a80,Downtown,14000US00000007137,536,20,B,1500,1599,02ND AVE,"LINESTRING (-117.1627925044829 32.72121239891139, -117.1628616978913 32.72125756916854)"
22501d07,TRAFFIC_LANE,22501d07,Downtown,14000US00000007137,536,20,B,1500,1599,02ND AVE,"LINESTRING (-117.162884961934 32.72129091305439, -117.1631501900965 32.72128944684544)"
22572d56,WALKWAY,22572d56,Downtown,14000US00000006940,40044,20,B,600,699,KETTNER BLVD,"LINESTRING (-117.1691944794914 32.71256596874507, -117.1692099199063 32.71265216165734)"
225c3201,WALKWAY,225c3201,Downtown,14000US00000007137,2282,20,F,1600,1699,09TH AVE,"LINESTRING (-117.1567053875086 32.72229637826478, -117.1566774881877 32.72227874153292)"
225e3488,TRAFFIC_LANE,225e3488,Downtown,14000US00000007137,2282,20,F,1600,1699,09TH AVE,"LINESTRING (-117.1566901709007 32.72228460394849, -117.1563560005872 32.72224495487863)"
226a4982,WALKWAY,226a4982,Downtown,14000US00000007137,1639,20,T,1400,1499,06TH AVE,"LINESTRING (-117.1590551109241 32.72084001154806, -117.1590341610776 32.72085934284036)"
226c4c09,TRAFFIC_LANE,226c4c09,Downtown,14000US00000007137,11320,20,B,600,699,BEECH ST,"LINESTRING (-117.1589996953544 32.72086562165345, -117.1590313391034 32.72100660037877)"
22786103,WALKWAY,22786103,Downtown,14000US00000006937,3149,20,T,500,599,17TH ST,"LINESTRING (-117.1486672172511 32.71104489100881, -117.1487467648061 32.71104764208273)"
227a638a,TRAFFIC_LANE,227a638a,Downtown,14000US00000006937,3149,20,T,500,599,17TH ST,"LINESTRING (-117.1485972959048 32.71098352698653, -117.1485089208759 32.71096549171934)"
228173d9,WALKWAY,228173d9,Clairemont Mesa,14000US00000004828,42706,35,B,7570,7599,LINDA VISTA RD,"LINESTRING (-117.1580300222265 32.80095749975189, -117.1580002665009 32.80101345153383)"
22837660,TRAFFIC_LANE,22837660,Clairemont Mesa,14000US00000004828,42720,35,B,7600,7619,LINDA VISTA RD,"LINESTRING (-117.1578640227097 32.80110239238993, -117.1579476393439 32.8011256250027)"
22867884,WALKWAY,22867884,Downtown,14000US00000006937,48835,20,F,1300,1348,NATIONAL AVE,"LINESTRING (-117.1519805820824 32.70574759114255, -117.1520627653566 32.70574503604166)"
22887b0b,TRAFFIC_LANE,22887b0b,Downtown,14000US00000006937,2856,20,F,1,99,14TH ST,"LINESTRING (-117.1519141694859 32.70577017601079, -117.1518128826657 32.70576915383069)"
228f8b5a,WALKWAY,228f8b5a,Carmel Valley,14000US00000005572,3768,40,B,11800,11999,CARMEL COUNTRY RD,"LINESTRING (-117.2210897072415 32.94610078128163, -117.2211522349865 32.946098037493)"
22918de1,TRAFFIC_LANE,22918de1,Carmel Valley,14000US00000007099,3768,40,B,11800,11999,CARMEL COUNTRY RD,"LINESTRING (-117.2211502185867 32.94617734617947, -117.2211442010938 32.94609206385788)"
22949005,WALKWAY,22949005,Downtown,14000US00000007137,536,20,B,1500,1599,02ND AVE,"LINESTRING (-117.1630556243389 32.72123590955356, -117.1630795310618 32.72127201306495)"
2296928c,TRAFFIC_LANE,2296928c,Downtown,14000US00000007137,536,20,B,1500,1599,02ND AVE,"LINESTRING (-117.1630468686763 32.72134859463031, -117.1629525577583 32.7213130085233)"
229abf5b,WALKWAY,229abf5b,Downtown,14000US00000006940,54922,20,F,1100,1199,STATE ST,"LINESTRING (-117.1666353285185 32.71755676821719, -117.1665710873021 32.71755020177656)"
229cac5b,WALKWAY,229cac5b,Rancho Penasquitos,14000US00000001756,21599,20,B,13364,13399,SPARREN AVE,"LINESTRING (-117.1370522573287 32.96346352349342, -117.1371140449977 32.96345916990354)"
229cc1e2,TRAFFIC_LANE,229cc1e2,Downtown,14000US00000006939,54922,20,F,1100,1199,STATE ST,"LINESTRING (-117.1666004482758 32.71757150605188, -117.1664384056917 32.71752884611092)"
229da2db,WALKWAY,229da2db,Otay Mesa-Nestor,14000US00000007162,3158,20,B,1200,1299,THERMAL AVE,"LINESTRING (-117.0971841175777 32.57474548806051, -117.0972092724405 32.57474593383753)"
229eaee2,TRAFFIC_LANE,229eaee2,Rancho Penasquitos,14000US00000001756,21599,20,B,13364,13399,SPARREN AVE,"LINESTRING (-117.1371950992524 32.96350133823455, -117.1371892010341 32.96341904560084)"
229fa562,TRAFFIC_LANE,229fa562,Otay Mesa-Nestor,14000US00000007162,3158,20,B,1200,1299,THERMAL AVE,"LINESTRING (-117.0971838235913 32.57487452295423, -117.0971006680292 32.57488588475345)"
22a2a786,WALKWAY,22a2a786,Downtown,14000US00000007137,2283,20,B,1500,1599,09TH AVE,"LINESTRING (-117.1567313292846 32.72176724012586, -117.1566732431743 32.72178032416184)"
22a8d6dc,WALKWAY,22a8d6dc,Peninsula,14000US00000001085,55832,35,B,1450,1499,ROSECRANS ST,"LINESTRING (-117.2278183359637 32.72611504974699, -117.2277668606927 32.72607399490599)"
22aad963,TRAFFIC_LANE,22aad963,Peninsula,14000US00000001085,55832,35,B,1450,1499,ROSECRANS ST,"LINESTRING (-117.2276671217166 32.72628511333266, -117.2277578336341 32.72633225026372)"
22abba5c,WALKWAY,22abba5c,Serra Mesa,14000US00000004829,39784,35,B,2950,3099,HEALTH CENTER DR,"LINESTRING (-117.1553654145482 32.80025392090891, -117.1553907112765 32.80020614585936)"
22adbce3,TRAFFIC_LANE,22adbce3,Serra Mesa,14000US00000004829,39784,35,B,2950,3099,HEALTH CENTER DR,"LINESTRING (-117.1555324714009 32.80010323184491, -117.1554572516852 32.80007835122461)"
22b0bf07,WALKWAY,22b0bf07,Downtown,14000US00000006939,9994,20,T,300,399,B ST,"LINESTRING (-117.1613915555541 32.71771029131548, -117.161415822132 32.71766729253224)"
22b6ee5d,WALKWAY,22b6ee5d,Greater North Park,14000US00000001593,25270,20,B,3323,3339,DWIGHT ST,"LINESTRING (-117.1215974975349 32.74392001301419, -117.1215652087171 32.74381055669524)"
22b8f0e4,TRAFFIC_LANE,22b8f0e4,Greater North Park,14000US00000001593,29066,20,T,3600,3699,FELTON ST,"LINESTRING (-117.1216661276884 32.74402335683175, -117.121604024678 32.74409236710059)"
